Metabolite_Conc,Metabolite,Carbon_Source,Strain,Replicate,Timepoint,OD
0,Asparagine,Succinate,Pseudomonas,1,48,0.201
7.06,Butyric acid,Succinate,Pseudomonas,1,48,0.201
0,Serine,Succinate,Pseudomonas,1,48,0.201
0,Alanine,Succinate,Pseudomonas,1,48,0.201
1680,Succinic acid,Succinate,Pseudomonas,1,48,0.201
0,Lactic acid,Succinate,Pseudomonas,1,48,0.201
0,Valine,Succinate,Pseudomonas,1,48,0.201
10.5,Fumaric acid,Succinate,Pseudomonas,1,48,0.201
0.439,alpha-Ketoglutaric acid,Succinate,Pseudomonas,1,48,0.201
1.15,beta-Hydroxybutyric acid,Succinate,Pseudomonas,1,48,0.201
1.38,Valeric acid,Succinate,Pseudomonas,1,48,0.201
150,Acetic acid,Succinate,Pseudomonas,1,48,0.201
0,Glycine,Succinate,Pseudomonas,1,48,0.201
0,Putrescine,Succinate,Pseudomonas,1,48,0.201
1.25,Acetyl-ornithine,Succinate,Pseudomonas,1,48,0.201
0.0587,Methionine,Succinate,Pseudomonas,1,48,0.201
14.9,Propionic acid,Succinate,Pseudomonas,1,48,0.201
11,Citric acid,Succinate,Pseudomonas,1,48,0.201
0.511,Hippuric acid,Succinate,Pseudomonas,1,48,0.201
0,Valine,Succinate,Pseudomonas,2,48,0.186
2780,Succinic acid,Succinate,Pseudomonas,2,48,0.186
0.545,beta-Hydroxybutyric acid,Succinate,Pseudomonas,2,48,0.186
0,Glycine,Succinate,Pseudomonas,2,48,0.186
5.16,Pyruvic acid,Succinate,Pseudomonas,2,48,0.186
0,Serine,Succinate,Pseudomonas,2,48,0.186
0,Lactic acid,Succinate,Pseudomonas,2,48,0.186
19.2,Fumaric acid,Succinate,Pseudomonas,2,48,0.186
1.39,Valeric acid,Succinate,Pseudomonas,2,48,0.186
16.8,Propionic acid,Succinate,Pseudomonas,2,48,0.186
2.46,alpha-Ketoglutaric acid,Succinate,Pseudomonas,2,48,0.186
0.0709,Methionine,Succinate,Pseudomonas,2,48,0.186
1.88,Acetyl-ornithine,Succinate,Pseudomonas,2,48,0.186
0,Alanine,Succinate,Pseudomonas,2,48,0.186
6.41,Butyric acid,Succinate,Pseudomonas,2,48,0.186
0,Asparagine,Succinate,Pseudomonas,2,48,0.186
4.53,Citric acid,Succinate,Pseudomonas,2,48,0.186
0,Putrescine,Succinate,Pseudomonas,2,48,0.186
285,Acetic acid,Succinate,Pseudomonas,2,48,0.186
0.366,Hippuric acid,Succinate,Pseudomonas,2,48,0.186
769,Fumaric acid,Fumarate,Pputida,1,28,0.2512
0,Valine,Fumarate,Pputida,1,28,0.2512
2.22,beta-Hydroxybutyric acid,Fumarate,Pputida,1,28,0.2512
142,Succinic acid,Fumarate,Pputida,1,28,0.2512
25,Lactic acid,Fumarate,Pputida,1,28,0.2512
0,Alanine,Fumarate,Pputida,1,28,0.2512
16.7,Propionic acid,Fumarate,Pputida,1,28,0.2512
48.5,Pyruvic acid,Fumarate,Pputida,1,28,0.2512
8.45,Butyric acid,Fumarate,Pputida,1,28,0.2512
0.271,Serine,Fumarate,Pputida,1,28,0.2512
0,Glycine,Fumarate,Pputida,1,28,0.2512
0,Asparagine,Fumarate,Pputida,1,28,0.2512
8.32,Citric acid,Fumarate,Pputida,1,28,0.2512
0.0392,alpha-Ketoglutaric acid,Fumarate,Pputida,1,28,0.2512
0,Putrescine,Fumarate,Pputida,1,28,0.2512
1.66,Valeric acid,Fumarate,Pputida,1,28,0.2512
237,Acetic acid,Fumarate,Pputida,1,28,0.2512
0.958,Acetyl-ornithine,Fumarate,Pputida,1,28,0.2512
0.392,Hippuric acid,Fumarate,Pputida,1,28,0.2512
0.209,Methionine,Fumarate,Pputida,1,28,0.2512
0,Alanine,Fumarate,Pputida,2,28,0.2772
1.43,Acetyl-ornithine,Fumarate,Pputida,2,28,0.2772
881,Fumaric acid,Fumarate,Pputida,2,28,0.2772
0,Glycine,Fumarate,Pputida,2,28,0.2772
154,Succinic acid,Fumarate,Pputida,2,28,0.2772
0.14,alpha-Ketoglutaric acid,Fumarate,Pputida,2,28,0.2772
0.488,Serine,Fumarate,Pputida,2,28,0.2772
18.4,Propionic acid,Fumarate,Pputida,2,28,0.2772
51.2,Pyruvic acid,Fumarate,Pputida,2,28,0.2772
9.64,Butyric acid,Fumarate,Pputida,2,28,0.2772
0.186,Methionine,Fumarate,Pputida,2,28,0.2772
0,Valine,Fumarate,Pputida,2,28,0.2772
0,Asparagine,Fumarate,Pputida,2,28,0.2772
8.57,Citric acid,Fumarate,Pputida,2,28,0.2772
30.9,Lactic acid,Fumarate,Pputida,2,28,0.2772
0.529,Hippuric acid,Fumarate,Pputida,2,28,0.2772
1.79,Valeric acid,Fumarate,Pputida,2,28,0.2772
197,Acetic acid,Fumarate,Pputida,2,28,0.2772
2.42,beta-Hydroxybutyric acid,Fumarate,Pputida,2,28,0.2772
0,Putrescine,Fumarate,Pputida,2,28,0.2772
0,Serine,Fumarate,Pputida,1,48,0.3843
0.623,beta-Hydroxybutyric acid,Fumarate,Pputida,1,48,0.3843
0,Alanine,Fumarate,Pputida,1,48,0.3843
0.384,Succinic acid,Fumarate,Pputida,1,48,0.3843
18.3,Propionic acid,Fumarate,Pputida,1,48,0.3843
0,Lactic acid,Fumarate,Pputida,1,48,0.3843
0,Pyruvic acid,Fumarate,Pputida,1,48,0.3843
0,Valine,Fumarate,Pputida,1,48,0.3843
1.46,Valeric acid,Fumarate,Pputida,1,48,0.3843
2.26,Acetyl-ornithine,Fumarate,Pputida,1,48,0.3843
0,Glycine,Fumarate,Pputida,1,48,0.3843
0.522,Hippuric acid,Fumarate,Pputida,1,48,0.3843
0,Asparagine,Fumarate,Pputida,1,48,0.3843
0,alpha-Ketoglutaric acid,Fumarate,Pputida,1,48,0.3843
0.264,Fumaric acid,Fumarate,Pputida,1,48,0.3843
7.23,Butyric acid,Fumarate,Pputida,1,48,0.3843
0,Putrescine,Fumarate,Pputida,1,48,0.3843
157,Acetic acid,Fumarate,Pputida,1,48,0.3843
0.116,Methionine,Fumarate,Pputida,1,48,0.3843
1.23,Citric acid,Fumarate,Pputida,1,48,0.3843
7.6,Butyric acid,Fumarate,Pputida,2,48,0.3934
0,Alanine,Fumarate,Pputida,2,48,0.3934
0,Valine,Fumarate,Pputida,2,48,0.3934
0.301,Succinic acid,Fumarate,Pputida,2,48,0.3934
293,Acetic acid,Fumarate,Pputida,2,48,0.3934
0.595,beta-Hydroxybutyric acid,Fumarate,Pputida,2,48,0.3934
0,Serine,Fumarate,Pputida,2,48,0.3934
0,Asparagine,Fumarate,Pputida,2,48,0.3934
0,Glycine,Fumarate,Pputida,2,48,0.3934
2.26,Acetyl-ornithine,Fumarate,Pputida,2,48,0.3934
0.294,Fumaric acid,Fumarate,Pputida,2,48,0.3934
19.5,Propionic acid,Fumarate,Pputida,2,48,0.3934
0,Pyruvic acid,Fumarate,Pputida,2,48,0.3934
0,Lactic acid,Fumarate,Pputida,2,48,0.3934
0,Putrescine,Fumarate,Pputida,2,48,0.3934
1.49,Valeric acid,Fumarate,Pputida,2,48,0.3934
1.27,Citric acid,Fumarate,Pputida,2,48,0.3934
0,alpha-Ketoglutaric acid,Fumarate,Pputida,2,48,0.3934
0.224,Methionine,Fumarate,Pputida,2,48,0.3934
0.395,Hippuric acid,Fumarate,Pputida,2,48,0.3934
0.173,Serine,Fumarate,Pseudomonas,1,28,0.1528
270,Succinic acid,Fumarate,Pseudomonas,1,28,0.1528
0,Lactic acid,Fumarate,Pseudomonas,1,28,0.1528
0,Alanine,Fumarate,Pseudomonas,1,28,0.1528
0,Asparagine,Fumarate,Pseudomonas,1,28,0.1528
0.526,Hippuric acid,Fumarate,Pseudomonas,1,28,0.1528
1.37,beta-Hydroxybutyric acid,Fumarate,Pseudomonas,1,28,0.1528
0,Glycine,Fumarate,Pseudomonas,1,28,0.1528
244,Pyruvic acid,Fumarate,Pseudomonas,1,28,0.1528
17.9,Propionic acid,Fumarate,Pseudomonas,1,28,0.1528
2200,Fumaric acid,Fumarate,Pseudomonas,1,28,0.1528
0.778,Acetyl-ornithine,Fumarate,Pseudomonas,1,28,0.1528
163,Acetic acid,Fumarate,Pseudomonas,1,28,0.1528
0,Valine,Fumarate,Pseudomonas,1,28,0.1528
2.37,Valeric acid,Fumarate,Pseudomonas,1,28,0.1528
12.6,Citric acid,Fumarate,Pseudomonas,1,28,0.1528
0,Methionine,Fumarate,Pseudomonas,1,28,0.1528
0,Putrescine,Fumarate,Pseudomonas,1,28,0.1528
1.7,alpha-Ketoglutaric acid,Fumarate,Pseudomonas,1,28,0.1528
14.9,Butyric acid,Fumarate,Pseudomonas,1,28,0.1528
0,Alanine,Fumarate,Pseudomonas,2,28,0.1157
30.1,Pyruvic acid,Fumarate,Pseudomonas,2,28,0.1157
16.3,Butyric acid,Fumarate,Pseudomonas,2,28,0.1157
0.603,beta-Hydroxybutyric acid,Fumarate,Pseudomonas,2,28,0.1157
0,Valine,Fumarate,Pseudomonas,2,28,0.1157
0,Asparagine,Fumarate,Pseudomonas,2,28,0.1157
204,Succinic acid,Fumarate,Pseudomonas,2,28,0.1157
0.139,Methionine,Fumarate,Pseudomonas,2,28,0.1157
0,Glycine,Fumarate,Pseudomonas,2,28,0.1157
202,Acetic acid,Fumarate,Pseudomonas,2,28,0.1157
2.7,Citric acid,Fumarate,Pseudomonas,2,28,0.1157
4160,Fumaric acid,Fumarate,Pseudomonas,2,28,0.1157
0.291,Serine,Fumarate,Pseudomonas,2,28,0.1157
0.496,Hippuric acid,Fumarate,Pseudomonas,2,28,0.1157
18.3,Propionic acid,Fumarate,Pseudomonas,2,28,0.1157
0.888,Acetyl-ornithine,Fumarate,Pseudomonas,2,28,0.1157
0,Putrescine,Fumarate,Pseudomonas,2,28,0.1157
2.54,Valeric acid,Fumarate,Pseudomonas,2,28,0.1157
0,Lactic acid,Fumarate,Pseudomonas,2,28,0.1157
2.18,alpha-Ketoglutaric acid,Fumarate,Pseudomonas,2,28,0.1157
0,Alanine,Fumarate,Pseudomonas,1,48,0.193
18.4,Propionic acid,Fumarate,Pseudomonas,1,48,0.193
0,Glycine,Fumarate,Pseudomonas,1,48,0.193
0,Valine,Fumarate,Pseudomonas,1,48,0.193
2.42,beta-Hydroxybutyric acid,Fumarate,Pseudomonas,1,48,0.193
1.16,Acetyl-ornithine,Fumarate,Pseudomonas,1,48,0.193
343,Succinic acid,Fumarate,Pseudomonas,1,48,0.193
40,Lactic acid,Fumarate,Pseudomonas,1,48,0.193
627,Fumaric acid,Fumarate,Pseudomonas,1,48,0.193
354,Pyruvic acid,Fumarate,Pseudomonas,1,48,0.193
1.05,alpha-Ketoglutaric acid,Fumarate,Pseudomonas,1,48,0.193
0,Putrescine,Fumarate,Pseudomonas,1,48,0.193
0.385,Serine,Fumarate,Pseudomonas,1,48,0.193
11.6,Butyric acid,Fumarate,Pseudomonas,1,48,0.193
0.116,Methionine,Fumarate,Pseudomonas,1,48,0.193
0.577,Hippuric acid,Fumarate,Pseudomonas,1,48,0.193
197,Acetic acid,Fumarate,Pseudomonas,1,48,0.193
0,Asparagine,Fumarate,Pseudomonas,1,48,0.193
24.5,Citric acid,Fumarate,Pseudomonas,1,48,0.193
1.69,Valeric acid,Fumarate,Pseudomonas,1,48,0.193
0,Asparagine,Fumarate,Pseudomonas,2,48,0.1571
6.73,Citric acid,Fumarate,Pseudomonas,2,48,0.1571
0,Serine,Fumarate,Pseudomonas,2,48,0.1571
0.614,beta-Hydroxybutyric acid,Fumarate,Pseudomonas,2,48,0.1571
2.4,Acetyl-ornithine,Fumarate,Pseudomonas,2,48,0.1571
0,Alanine,Fumarate,Pseudomonas,2,48,0.1571
298,Succinic acid,Fumarate,Pseudomonas,2,48,0.1571
0,Lactic acid,Fumarate,Pseudomonas,2,48,0.1571
1640,Fumaric acid,Fumarate,Pseudomonas,2,48,0.1571
0,Valine,Fumarate,Pseudomonas,2,48,0.1571
56.6,Pyruvic acid,Fumarate,Pseudomonas,2,48,0.1571
0.973,alpha-Ketoglutaric acid,Fumarate,Pseudomonas,2,48,0.1571
0,Putrescine,Fumarate,Pseudomonas,2,48,0.1571
2.14,Valeric acid,Fumarate,Pseudomonas,2,48,0.1571
301,Acetic acid,Fumarate,Pseudomonas,2,48,0.1571
11.1,Butyric acid,Fumarate,Pseudomonas,2,48,0.1571
0.155,Methionine,Fumarate,Pseudomonas,2,48,0.1571
0.397,Hippuric acid,Fumarate,Pseudomonas,2,48,0.1571
18.5,Propionic acid,Fumarate,Pseudomonas,2,48,0.1571
0,Glycine,Fumarate,Pseudomonas,2,48,0.1571
