,Metabolite,Carbon source,Rate [mmol/gDW/h],Std. Err [mmol/gDW/h],Metabolite value [gDW/mmol],N carbons,Mol weight [g/mol],Turnover [mmol/gDW/h],Species,Dataset,Metabolite id,Charge,Phosphate,Compound class,Comment,Hydrogen Bond Donor Count,Hydrogen Bond Acceptor Count,Rotatable Bond Count,Topological Polar Surface Area,Charge (pubchem),xlogP,pubchem id,Formula,Molecular weight [g/mol],ECMDB name,ECMDB ID,Park et al. name,Thorfinnsdottir et al. abbrv,Intracellular concentration [uM],log10(Rate [mmol/gDW/h]),log10(Metabolite value [gDW/mmol]),Rate [mmol C/gDW/h],Rate [g/gDW/h],Metabolite value [gDW/mmol C],Metabolite value [gDW/g],log10(Rate [mmol C/gDW/h]),log10(Rate [g/gDW/h]),log10(Metabolite value [gDW/mmol C]),log10(Metabolite value [gDW/g]),log10(Turnover [mmol/gDW/h]),Species - Carbon source,Intracellular concentration [M]
712,Succinate,D-Galactose,0.1510460964395445,0.0167327452126274,0.0559934154231472,4.0,116.07216,0.8330454685106127,Ecoli,Vila-23,succ,-2.0,0.0,Carboxylic acid,,0.0,4.0,1.0,80.3,-2.0,0.7,160419.0,C4H4O4-2,116.07,Succinic acid,ECMDB00254,succinate,Suc,1251.0666666666668,-0.8208904939370204,-1.2518630410924967,0.604184385758178,0.017532246673306242,0.0139983538557868,0.482401769926115,-0.21883050260905804,-1.7561624275856067,-1.8539230324204592,-0.3165911074439105,-0.0793312936900299,Ecoli - D-Galactose,0.0012510666666666669
713,Succinate,D-Ribose,0.001596167665351,0.0002591769295226,0.0559934154231389,4.0,116.07216,1.1567726996536605,Ecoli,Vila-23,succ,-2.0,0.0,Carboxylic acid,,0.0,4.0,1.0,80.3,-2.0,0.7,160419.0,C4H4O4-2,116.07,Succinic acid,ECMDB00254,succinate,Suc,1251.0666666666668,-2.7969214912357785,-1.2518630410925613,0.006384670661404,0.00018527062863944775,0.013998353855784724,0.48240176992604344,-2.194861499907816,-3.7321934248843647,-1.8539230324205236,-0.3165911074439749,0.06324803052991945,Ecoli - D-Ribose,0.0012510666666666669
714,Succinate,L-Arabinose,0.0571216590467035,0.0267050626106224,0.0559934154231084,4.0,116.07216,1.1682261354703327,Ecoli,Vila-23,succ,-2.0,0.0,Carboxylic acid,,0.0,4.0,1.0,80.3,-2.0,0.7,160419.0,C4H4O4-2,116.07,Succinic acid,ECMDB00254,succinate,Suc,1251.0666666666668,-1.243199187359944,-1.2518630410927978,0.228486636186814,0.0066302343483344165,0.0139983538557771,0.4824017699257807,-0.6411391960319817,-2.1784711210085304,-1.85392303242076,-0.31659110744421143,0.06752691801699522,Ecoli - L-Arabinose,0.0012510666666666669
715,Succinate,Glycerol,0.0016312219692465,0.0001093701797812,0.0565565605346041,4.0,116.07216,0.6222378825603443,Ecoli,Vila-23,succ,-2.0,0.0,Carboxylic acid,,0.0,4.0,1.0,80.3,-2.0,0.7,160419.0,C4H4O4-2,116.07,Succinic acid,ECMDB00254,succinate,Suc,1140.0,-2.7874869381260194,-1.2475170098593509,0.006524887876986,0.00018933945740989483,0.014139140133651026,0.4872534510825344,-2.1854269467980574,-3.7227588717746056,-1.8495770011873134,-0.31224507621076475,-0.20604355207319508,Ecoli - Glycerol,0.00114
716,Succinate,Pyruvate,0.0085382577337165,0.0031314591046471,0.0558360523999879,4.0,116.07216,2.6611226617416306,Ecoli,Vila-23,succ,-2.0,0.0,Carboxylic acid,,0.0,4.0,1.0,80.3,-2.0,0.7,160419.0,C4H4O4-2,116.07,Succinic acid,ECMDB00254,succinate,Suc,1251.0666666666668,-2.0686307398293926,-1.2530852938502468,0.034153030934866,0.0009910540177891789,0.013959013099996975,0.4810460355005705,-1.46657074850143,-3.003902673477979,-1.8551452851782093,-0.3178133602016606,0.42506489337505227,Ecoli - Pyruvate,0.0012510666666666669
717,Succinate,D-Glucose,0.2342467991940003,0.0055560658892662,0.0557890513820991,4.0,116.07216,2.0613326116061335,Enterobacter,Vila-23,succ,-2.0,0.0,Carboxylic acid,,0.0,4.0,1.0,80.3,-2.0,0.7,160419.0,C4H4O4-2,116.07,Succinic acid,ECMDB00254,succinate,Suc,,-0.6303263347064831,-1.2534510231213094,0.9369871967760012,0.027189531955533874,0.013947262845524775,0.4806411062058215,-0.028266343378520797,-1.5655982683550693,-1.855511014449272,-0.3181790894727232,0.31414807413262,Enterobacter - D-Glucose,
718,Succinate,L-Malate,0.4689910557382175,0.0668094420545601,0.052650665319992,4.0,116.07216,2.3511342880440114,Enterobacter,Vila-23,succ,-2.0,0.0,Carboxylic acid,,0.0,4.0,1.0,80.3,-2.0,0.7,160419.0,C4H4O4-2,116.07,Succinic acid,ECMDB00254,succinate,Suc,,-0.32883543975949514,-1.278596136482757,1.87596422295287,0.0544368048602153,0.013162666329998,0.45360287359166923,0.27322455156846726,-1.2641073734080814,-1.8806561278107192,-0.34332420283417064,0.37127743511853417,Enterobacter - L-Malate,
719,Succinate,D-Fructose,0.289897463889335,0.003535277556433,0.0451166002054914,4.0,116.07216,3.096074355250326,Enterobacter,Vila-23,succ,-2.0,0.0,Carboxylic acid,,0.0,4.0,1.0,80.3,-2.0,0.7,160419.0,C4H4O4-2,116.07,Succinic acid,ECMDB00254,succinate,Suc,,-0.537755583967821,-1.3456636343710153,1.15958985555734,0.03364902481215712,0.01127915005137285,0.3886944139360498,0.06430440736014142,-1.4730275176164072,-1.9477236256989778,-0.41039170072242914,0.49081138214236375,Enterobacter - D-Fructose,
720,Succinate,Glycerol,0.002233660814826,0.0005254765842349,0.0296546981502388,4.0,116.07216,3.4557213685058357,Enterobacter,Vila-23,succ,-2.0,0.0,Carboxylic acid,,0.0,4.0,1.0,80.3,-2.0,0.7,160419.0,C4H4O4-2,116.07,Succinic acid,ECMDB00254,succinate,Suc,,-2.6509827745656187,-1.5279064922124312,0.008934643259304,0.00025926583548421383,0.0074136745375597,0.2554850202687604,-2.0489227832376566,-3.5862547082142053,-2.1299664835403935,-0.5926345585638451,0.5385387184715973,Enterobacter - Glycerol,
721,Succinate,Pyruvate,-6.93715601803588e-05,0.0004673106267507,0.0556881462225933,4.0,116.07216,4.488524505809104,Enterobacter,Vila-23,succ,-2.0,0.0,Carboxylic acid,,0.0,4.0,1.0,80.3,-2.0,0.7,160419.0,C4H4O4-2,116.07,Succinic acid,ECMDB00254,succinate,Suc,,,-1.254237238901376,-0.0002774862407214352,-8.052106832704235e-06,0.013922036555648325,0.47977177492512674,,,-1.8562972302293386,-0.3189653052527899,0.6521036006253156,Enterobacter - Pyruvate,
722,Succinate,D-Glucose,0.0032634419162114,0.0005485614397914,0.0327130434401967,4.0,116.07216,0.983642968364808,Pputida,Vila-23,succ,-2.0,0.0,Carboxylic acid,,0.0,4.0,1.0,80.3,-2.0,0.7,160419.0,C4H4O4-2,116.07,Succinic acid,ECMDB00254,succinate,Suc,,-2.486324112612056,-1.485279049644587,0.0130537676648456,0.0003787947522491962,0.008178260860049176,0.2818336751913353,-1.8842641212840934,-3.421596046260642,-2.0873390409725494,-0.5500071159960007,-0.007162508282095279,Pputida - D-Glucose,
723,Succinate,L-Malate,0.1127577087971047,0.0019503931219118,0.0065697227570826,4.0,116.07216,2.886654185736433,Pputida,Vila-23,succ,-2.0,0.0,Carboxylic acid,,0.0,4.0,1.0,80.3,-2.0,0.7,160419.0,C4H4O4-2,116.07,Succinic acid,ECMDB00254,succinate,Suc,,-0.94785375744467,-2.1824529573214506,0.4510308351884188,0.013088030816730944,0.00164243068927065,0.05660033169954449,-0.34579376611670765,-1.8831256910932563,-2.784512948649413,-1.2471810236728644,0.4603947595572058,Pputida - L-Malate,
724,Succinate,Acetate,0.0001024811479197,1.2683891400665093e-05,0.0546375169259205,4.0,116.07216,7.419990412899657,Pputida,Vila-23,succ,-2.0,0.0,Carboxylic acid,,0.0,4.0,1.0,80.3,-2.0,0.7,160419.0,C4H4O4-2,116.07,Succinic acid,ECMDB00254,succinate,Suc,,-3.98935601858344,-1.2625090459640576,0.0004099245916788,1.1895208198319086e-05,0.013659379231480124,0.4707202564845911,-3.3872960272554775,-4.924627952232026,-1.8645690372920198,-0.32723711231547126,0.8704033441432499,Pputida - Acetate,
725,Succinate,D-Fructose,4.554357401990664e-05,2.3963073552808495e-05,0.0516655921547815,4.0,116.07216,0.5190613777036577,Pputida,Vila-23,succ,-2.0,0.0,Carboxylic acid,,0.0,4.0,1.0,80.3,-2.0,0.7,160419.0,C4H4O4-2,116.07,Succinic acid,ECMDB00254,succinate,Suc,,-4.34157289123913,-1.2867985886674684,0.00018217429607962656,5.2863410106104465e-06,0.012916398038695376,0.4451161428785465,-3.7395128999111673,-5.276844824887716,-1.888858579995431,-0.35152665501888225,-0.28478128488382365,Pputida - D-Fructose,
726,Succinate,Glycerol,6.374983100297347e-05,3.6995426101815765e-05,0.0513641766620664,4.0,116.07216,0.457853707287876,Pputida,Vila-23,succ,-2.0,0.0,Carboxylic acid,,0.0,4.0,1.0,80.3,-2.0,0.7,160419.0,C4H4O4-2,116.07,Succinic acid,ECMDB00254,succinate,Suc,,-4.1955209621814324,-1.2893396689824703,0.00025499932401189387,7.399580584150097e-06,0.0128410441655166,0.44251934884356764,-3.59346097085347,-5.130792895830019,-1.8913996603104326,-0.35406773533388397,-0.3392732649365216,Pputida - Glycerol,
727,Succinate,Pyruvate,0.0001293742777835,6.803277312878194e-05,0.0486761916605293,4.0,116.07216,4.125568343758651,Pputida,Vila-23,succ,-2.0,0.0,Carboxylic acid,,0.0,4.0,1.0,80.3,-2.0,0.7,160419.0,C4H4O4-2,116.07,Succinic acid,ECMDB00254,succinate,Suc,,-3.8881520615894702,-1.3126834075478961,0.000517497111134,1.5016751870770857e-05,0.012169047915132325,0.41936147014520364,-3.2860920702615077,-4.823423995238056,-1.9147433988758586,-0.37741147389930996,0.6154837859903587,Pputida - Pyruvate,
728,Succinate,D-Glucose,0.0001043148226887,2.1421191442057008e-05,0.0625578838374163,4.0,116.07216,0.1301484073034967,Pseudomonas,Vila-23,succ,-2.0,0.0,Carboxylic acid,,0.0,4.0,1.0,80.3,-2.0,0.7,160419.0,C4H4O4-2,116.07,Succinic acid,ECMDB00254,succinate,Suc,,-3.9816539758062266,-1.203717950697521,0.0004172592907548,1.2108046789494417e-05,0.015639470959354074,0.5389568337266775,-3.379593984478264,-4.916925909454813,-1.8057779420254836,-0.2684460170489349,-0.8855611422188643,Pseudomonas - D-Glucose,
729,Succinate,L-Malate,-0.0009878944966618,0.0349010097626081,0.0497251995511038,4.0,116.07216,1.1132264518660249,Pseudomonas,Vila-23,succ,-2.0,0.0,Carboxylic acid,,0.0,4.0,1.0,80.3,-2.0,0.7,160419.0,C4H4O4-2,116.07,Succinic acid,ECMDB00254,succinate,Suc,,,-1.3034234653424037,-0.0039515779866472,-0.00011466704807964792,0.01243129988777595,0.42839901963661053,,,-1.9054834566703662,-0.36815153169381754,0.046583517247852486,Pseudomonas - L-Malate,
730,Succinate,Acetate,0.000863963244933,0.0017480085906203,0.0570690060303302,4.0,116.07216,3.229055179516384,Pseudomonas,Vila-23,succ,-2.0,0.0,Carboxylic acid,,0.0,4.0,1.0,80.3,-2.0,0.7,160419.0,C4H4O4-2,116.07,Succinic acid,ECMDB00254,succinate,Suc,,-3.063504733056196,-1.2435996914829675,0.003455852979732,0.00010028207999998237,0.01426725150758255,0.49166833830205453,-2.4614447417282337,-3.9987766667047824,-1.8456596828109297,-0.3083277578343812,0.509075466495862,Pseudomonas - Acetate,
731,Succinate,D-Fructose,1.4875610121387891e-05,4.881056665072947e-06,0.0566879725389948,4.0,116.07216,0.0340455563262942,Pseudomonas,Vila-23,succ,-2.0,0.0,Carboxylic acid,,0.0,4.0,1.0,80.3,-2.0,0.7,160419.0,C4H4O4-2,116.07,Succinic acid,ECMDB00254,succinate,Suc,,-4.827525212697357,-1.2465090753934465,5.9502440485551565e-05,1.7266441981073548e-06,0.0141719931347487,0.4883856089091028,-4.2254652213693955,-5.762797146345943,-1.848569066721409,-0.3112371417448603,-1.4679395647764102,Pseudomonas - D-Fructose,
732,Succinate,Glycerol,2.9974451624781587e-05,1.6607876076024245e-05,0.0571298728036046,4.0,116.07216,0.0761528378639371,Pseudomonas,Vila-23,succ,-2.0,0.0,Carboxylic acid,,0.0,4.0,1.0,80.3,-2.0,0.7,160419.0,C4H4O4-2,116.07,Succinic acid,ECMDB00254,succinate,Suc,,-4.523248753467141,-1.2431367428702078,0.00011989780649912635,3.479199344903908e-06,0.01428246820090115,0.49219272565966377,-3.9211887621391783,-5.458520687115727,-1.84519673419817,-0.30786480922162157,-1.118313907880351,Pseudomonas - Glycerol,
733,Succinate,Pyruvate,9.427921790074563e-05,3.23035364915869e-05,0.0554179356720349,4.0,116.07216,1.331548767884857,Pseudomonas,Vila-23,succ,-2.0,0.0,Carboxylic acid,,0.0,4.0,1.0,80.3,-2.0,0.7,160419.0,C4H4O4-2,116.07,Succinic acid,ECMDB00254,succinate,Suc,,-4.025584028850295,-1.2563496557992175,0.00037711687160298254,1.0943192464850211e-05,0.013854483918008725,0.47744382177461764,-3.4235240375223324,-4.960855962498881,-1.8584096471271798,-0.32107772215063124,0.12435707707269313,Pseudomonas - Pyruvate,
734,Succinate,Fumarate,0.1159166214476964,0.0310027108087035,0.0517541797820236,4.0,116.07216,0.0902167000791298,Pseudomonas,Vila-23,succ,-2.0,0.0,Carboxylic acid,,0.0,4.0,1.0,80.3,-2.0,0.7,160419.0,C4H4O4-2,116.07,Succinic acid,ECMDB00254,succinate,Suc,,-0.935854285473434,-1.286054569871733,0.4636664857907856,0.013454692631336447,0.0129385449455059,0.4458793545499938,-0.3337942941454716,-1.8711262191220204,-1.8881145611996952,-0.35078263622314665,-1.0447130624481817,Pseudomonas - Fumarate,
735,Thiamine monophosphate,Galactose,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - Galactose,
736,Thiamine monophosphate,L-malate,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - L-malate,
737,Thiamine monophosphate,L-alanine,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - L-alanine,
738,Threonine,Galactose,,,,,,,E. coli,SINTEF-23,thr__L,0.0,0.0,Amino acid,,3.0,4.0,2.0,83.6,0.0,-2.9,6288.0,C4H9NO3,119.12,L-Threonine,ECMDB00167,threonine,Thr,,,,,,,,,,,,,E. coli - Galactose,
739,Threonine,L-malate,,,,,,,E. coli,SINTEF-23,thr__L,0.0,0.0,Amino acid,,3.0,4.0,2.0,83.6,0.0,-2.9,6288.0,C4H9NO3,119.12,L-Threonine,ECMDB00167,threonine,Thr,,,,,,,,,,,,,E. coli - L-malate,
740,Threonine,L-alanine,,,,,,,E. coli,SINTEF-23,thr__L,0.0,0.0,Amino acid,,3.0,4.0,2.0,83.6,0.0,-2.9,6288.0,C4H9NO3,119.12,L-Threonine,ECMDB00167,threonine,Thr,,,,,,,,,,,,,E. coli - L-alanine,
741,Threonine,Glucose,0.0001068174699021,7.390987958884974e-06,0.0561235543226512,4.0,119.11916,1.381336103295375,E. coli,Paczia-12,thr__L,0.0,0.0,Amino acid,,3.0,4.0,2.0,83.6,0.0,-2.9,6288.0,C4H9NO3,119.12,L-Threonine,ECMDB00167,threonine,Thr,211.0,-3.971357713022656,-1.2508548327642368,0.0004272698796084,1.2724007288063433e-05,0.0140308885806628,0.47115471870899023,-3.3692977216946933,-4.895376090809187,-1.852914824092199,-0.32683645497770614,0.14029936289928804,E. coli - Glucose,0.00021099999999999998
742,Threonine,Glucose,7.9141758312562e-05,5.465914558354732e-05,0.0716676030314,4.0,119.11916,0.1428174778988607,C. glutamicum,Paczia-12,thr__L,0.0,0.0,Amino acid,,3.0,4.0,2.0,83.6,0.0,-2.9,6288.0,C4H9NO3,119.12,L-Threonine,ECMDB00167,threonine,Thr,,-4.101594305131903,-1.1446771205429387,0.000316567033250248,9.427299771115403e-06,0.01791690075785,0.6016463097238094,-3.499534313803941,-5.025612682918434,-1.746737111870901,-0.2206587427564081,-0.845218640665249,C. glutamicum - Glucose,
743,Thymine,Galactose,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - Galactose,
744,Thymine,L-malate,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - L-malate,
745,Thymine,L-alanine,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - L-alanine,
746,Trans-aconitate,Galactose,5.562698919226019e-06,7.409493269105592e-07,0.0639602902836822,6.0,171.08442,0.0,E. coli,SINTEF-23,acon_T,-3.0,0.0,Carboxylic acid,,3.0,6.0,4.0,112.0,0.0,-1.0,444212.0,C6H6O6,174.11,trans-Aconitic acid,ECMDB00958,,,42.05,-5.254714445588079,-1.1940895738764707,3.337619351535611e-05,9.516911182304103e-07,0.0106600483806137,0.373852220346436,-4.476563195204435,-6.021503983774095,-1.9722408242601144,-0.42730003569045516,-inf,E. coli - Galactose,4.204999999999999e-05
747,Trans-aconitate,L-malate,1.2322667056276784e-05,2.2376153971769514e-06,0.0140396202099379,6.0,171.08442,0.0,E. coli,SINTEF-23,acon_T,-3.0,0.0,Carboxylic acid,,3.0,6.0,4.0,112.0,0.0,-1.0,444212.0,C6H6O6,174.11,trans-Aconitic acid,ECMDB00958,,,42.05,-4.909295285477771,-1.852644640280228,7.39360023376607e-05,2.108216346176221e-06,0.0023399367016563167,0.08206252918844334,-4.131144035094128,-5.676084823663787,-2.6307958906638715,-1.0858551020942124,-inf,E. coli - L-malate,4.204999999999999e-05
748,Trans-aconitate,L-alanine,2.1347825932737253e-05,5.224154205574185e-06,0.0518727682297215,6.0,171.08442,0.0,E. coli,SINTEF-23,acon_T,-3.0,0.0,Carboxylic acid,,3.0,6.0,4.0,112.0,0.0,-1.0,444212.0,C6H6O6,174.11,trans-Aconitic acid,ECMDB00958,,,42.05,-4.6706463470320205,-1.2850605749327069,0.00012808695559642352,3.652280417963312e-06,0.00864546137162025,0.3031998368391552,-3.8924950966483767,-5.437435885218036,-2.0632118253163503,-0.5182710367466913,-inf,E. coli - L-alanine,4.204999999999999e-05
749,Trigonelline,Galactose,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - Galactose,
750,Trigonelline,L-malate,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - L-malate,
751,Trigonelline,L-alanine,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - L-alanine,
752,Trimethylamine,Galactose,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - Galactose,
753,Trimethylamine,L-malate,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - L-malate,
754,Trimethylamine,L-alanine,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - L-alanine,
755,Tryptophan,Glucose,2.055161141422716e-05,1.3931494548436595e-06,0.2023678399654893,11.0,204.22518,0.0355647509537249,E. coli,Paczia-12,trp__L,0.0,0.0,Amino acid,,3.0,3.0,3.0,79.1,0.0,-1.1,6305.0,C11H12N2O2,204.22,L-Tryptophan,ECMDB00929,tryptophan,Trp,22.60555555555555,-4.687154120217592,-0.6938585038642042,0.00022606772555649877,4.197156540360596e-06,0.018397076360499028,0.9909054307871795,-3.645761435059367,-5.3770448327072655,-1.7352511890224294,-0.003967791374531138,-1.4489802281527386,E. coli - Glucose,2.260555555555555e-05
756,Tryptophan,Glucose,9.14755897528625e-08,3.297378578219866e-07,0.1768098486084002,11.0,204.22518,0.0167768963254433,B. licheniformis,Paczia-12,trp__L,0.0,0.0,Amino acid,,3.0,3.0,3.0,79.1,0.0,-1.1,6305.0,C11H12N2O2,204.22,L-Tryptophan,ECMDB00929,tryptophan,Trp,,-7.038694781889584,-0.7524935477100674,1.0062314872814874e-06,1.86816187828845e-08,0.016073622600763657,0.865759298674141,-5.997302096731359,-7.728585494379257,-1.7938862328682925,-0.06260283522039425,-1.7752883792287375,B. licheniformis - Glucose,
757,Tyramine,Galactose,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - Galactose,
758,Tyramine,L-malate,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - L-malate,
759,Tyramine,L-alanine,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - L-alanine,
760,Tyrosine,Galactose,,,0.1447544685702129,9.0,181.18854,0.0560025563058947,E. coli,SINTEF-23,tyr__L,0.0,0.0,Amino acid,,3.0,4.0,3.0,83.6,0.0,-2.3,6057.0,C9H11NO3,181.19,L-Tyrosine,ECMDB00158,tyrosine,Tyr,91.20333333333332,,-0.8393680207236293,,,0.016083829841134767,0.7989162480707274,,,-1.7936105301629541,-0.09749874622692363,-1.2517921486329826,E. coli - Galactose,9.120333333333332e-05
761,Tyrosine,L-malate,,,0.0911533465659086,9.0,181.18854,0.0759698564072233,E. coli,SINTEF-23,tyr__L,0.0,0.0,Amino acid,,3.0,4.0,3.0,83.6,0.0,-2.3,6057.0,C9H11NO3,181.19,L-Tyrosine,ECMDB00158,tyrosine,Tyr,91.20333333333332,,-1.0402273822100205,,,0.010128149618434288,0.5030856066609323,,,-1.9944698916493453,-0.29835810771331484,-1.1193586944672367,E. coli - L-malate,9.120333333333332e-05
762,Tyrosine,L-alanine,3.280663263925048e-05,2.485236405518526e-05,0.1328235283069578,9.0,181.18854,0.0414651165214822,E. coli,SINTEF-23,tyr__L,0.0,0.0,Amino acid,,3.0,4.0,3.0,83.6,0.0,-2.3,6057.0,C9H11NO3,181.19,L-Tyrosine,ECMDB00158,tyrosine,Tyr,91.20333333333332,-4.484038344476592,-0.8767249874017236,0.0002952596937532543,5.944185870222141e-06,0.014758169811884199,0.7330680423108316,-3.529795835037267,-5.225907618973298,-1.8309674968410485,-0.13485571290501797,-1.3823171098652693,E. coli - L-alanine,9.120333333333332e-05
763,Tyrosine,Glucose,1.1653593475313149e-05,8.085399525156322e-07,0.1004098553050392,9.0,181.18854,0.0864164072441203,E. coli,Paczia-12,tyr__L,0.0,0.0,Amino acid,,3.0,4.0,3.0,83.6,0.0,-2.3,6057.0,C9H11NO3,181.19,L-Tyrosine,ECMDB00158,tyrosine,Tyr,105.47222222222224,-4.933540135937617,-0.9982236587593128,0.00010488234127781833,2.1114975875455153e-06,0.0111566505894488,0.5541733230205355,-3.979297626498292,-5.675409410434323,-1.9524661681986377,-0.2563543842626072,-1.0634037934111333,E. coli - Glucose,0.00010547222222222224
764,Tyrosine,Glucose,8.745244420612227e-06,1.3306466134502832e-06,0.1351541398493028,9.0,181.18854,0.0342228758484083,B. licheniformis,Paczia-12,tyr__L,0.0,0.0,Amino acid,,3.0,4.0,3.0,83.6,0.0,-2.3,6057.0,C9H11NO3,181.19,L-Tyrosine,ECMDB00158,tyrosine,Tyr,,-5.058228047930331,-0.8691706470708994,7.870719978551004e-05,1.5845380685138753e-06,0.015017126649922533,0.7459309504304346,-4.103985538491006,-5.800097322427037,-1.8234131565102243,-0.12730137257419372,-1.4656834982251947,B. licheniformis - Glucose,
765,Tyrosine,Glucose,5.827427440263339e-06,2.691619965620906e-06,0.074274114198608,9.0,181.18854,0.0452334040177843,S. cerevisiae,Paczia-12,tyr__L,0.0,0.0,Amino acid,,3.0,4.0,3.0,83.6,0.0,-2.3,6057.0,C9H11NO3,181.19,L-Tyrosine,ECMDB00158,tyrosine,Tyr,,-5.234523125355978,-1.1291625189379717,5.244684696237005e-05,1.0558630698572514e-06,0.008252679355400888,0.40992721834729723,-4.280280615916654,-5.976392399852684,-2.0834050283772965,-0.38729324444126595,-1.3445407284045896,S. cerevisiae - Glucose,
766,Uracil,Galactose,,,,,,,E. coli,SINTEF-23,ura,0.0,0.0,Pyrimidine,"LB, stationary phase overnight",2.0,2.0,0.0,58.2,0.0,-1.1,1174.0,C4H4N2O2,112.09,Uracil,ECMDB00300,uridine,,,,,,,,,,,,,,E. coli - Galactose,
767,Uracil,L-malate,,,,,,,E. coli,SINTEF-23,ura,0.0,0.0,Pyrimidine,"LB, stationary phase overnight",2.0,2.0,0.0,58.2,0.0,-1.1,1174.0,C4H4N2O2,112.09,Uracil,ECMDB00300,uridine,,,,,,,,,,,,,,E. coli - L-malate,
768,Uracil,L-alanine,,,,,,,E. coli,SINTEF-23,ura,0.0,0.0,Pyrimidine,"LB, stationary phase overnight",2.0,2.0,0.0,58.2,0.0,-1.1,1174.0,C4H4N2O2,112.09,Uracil,ECMDB00300,uridine,,,,,,,,,,,,,,E. coli - L-alanine,
769,Uracil,Glucose,0.0131415648985356,0.0027787213490176,0.0523865185649508,4.0,112.08676,0.0,E. coli,Paczia-12,ura,0.0,0.0,Pyrimidine,"LB, stationary phase overnight",2.0,2.0,0.0,58.2,0.0,-1.1,1174.0,C4H4N2O2,112.09,Uracil,ECMDB00300,uridine,,1013.0,-1.881352915877293,-1.280780462370341,0.0525662595941424,0.0014729954308065841,0.0130966296412377,0.4673747244094736,-1.2792929245493305,-2.831798600325438,-1.8828404536983032,-0.3303347779221961,-inf,E. coli - Glucose,0.001013
770,Uracil,Glucose,0.0036798891375843,0.0004793349050625,0.0634582672276118,4.0,112.08676,0.006365956532815,B. licheniformis,Paczia-12,ura,0.0,0.0,Pyrimidine,"LB, stationary phase overnight",2.0,2.0,0.0,58.2,0.0,-1.1,1174.0,C4H4N2O2,112.09,Uracil,ECMDB00300,uridine,,,-2.434165264929915,-1.1975117907884072,0.0147195565503372,0.0004124668505910184,0.01586456680690295,0.5661531052161005,-1.8321052736019527,-3.3846109493780596,-1.7995717821163695,-0.24706610634026238,-2.1961363310972084,B. licheniformis - Glucose,
771,Uracil,Glucose,0.000456183856563,0.0011541766042588,0.1610726806364815,4.0,112.08676,0.0,S. cerevisiae,Paczia-12,ura,0.0,0.0,Pyrimidine,"LB, stationary phase overnight",2.0,2.0,0.0,58.2,0.0,-1.1,1174.0,C4H4N2O2,112.09,Uracil,ECMDB00300,uridine,,,-3.3408600876031214,-0.7929781135531188,0.001824735426252,5.1132170446451405e-05,0.040268170159120376,1.4370357447791469,-2.7388000962751593,-4.291305772051266,-1.3950381048810812,0.15746757089502592,-inf,S. cerevisiae - Glucose,
772,Ureidopropionate,Galactose,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - Galactose,
